Image,Class,X_min,Y_min,X_max,Y_max
004071.png,car,721,176,775,239
004071.png,car,648,175,685,203
004074.png,car,498,175,547,207
004074.png,car,1021,139,1190,200
004077.png,car,545,171,718,321
004077.png,car,408,180,447,203
004081.png,car,257,183,320,217
004083.png,car,376,186,413,210
004084.png,car,411,188,501,248
004084.png,car,566,178,619,226
004084.png,car,0,207,252,328
004088.png,car,598,174,657,230
004088.png,car,712,178,791,241
004088.png,car,1067,164,1150,203
004091.png,car,0,205,393,374
004091.png,car,363,176,476,266
004091.png,car,506,175,555,209
004092.png,car,756,177,1045,365
004092.png,car,155,190,372,311
004092.png,car,434,183,493,226
004096.png,car,134,154,352,235
004096.png,car,90,192,218,285
004096.png,car,0,148,101,307
004096.png,car,1189,249,1241,374
004098.png,car,853,186,1241,372
004098.png,car,0,230,134,374
004098.png,car,711,176,842,260
004098.png,car,354,182,447,245
004099.png,car,0,201,189,301
004099.png,car,176,185,310,266
004099.png,car,340,186,422,227
004099.png,car,405,184,453,220
004100.png,car,124,181,289,269
004100.png,car,576,182,610,209
004100.png,truck,0,52,122,372
004100.png,car,351,192,462,264
004101.png,car,505,185,554,218
004101.png,car,569,186,622,230
004101.png,car,369,183,410,209
004101.png,car,10,190,181,266
004102.png,car,945,180,1189,292
004104.png,car,760,181,825,209
004104.png,car,545,183,595,225
004104.png,car,491,182,528,210
004104.png,car,883,185,938,212
004108.png,car,282,190,372,233
004109.png,car,527,161,574,204
004110.png,car,60,197,174,259
004111.png,car,480,182,574,250
004113.png,car,0,204,77,335
004115.png,car,528,179,564,206
004117.png,car,545,170,718,322
004117.png,car,381,180,430,208
004118.png,car,777,184,1228,372
004118.png,car,357,182,496,281
004118.png,car,666,179,724,228
004118.png,car,706,179,821,259
004119.png,car,0,183,113,245
004119.png,car,431,175,488,225
004119.png,car,630,176,701,197
004120.png,car,0,190,313,375
004120.png,car,286,184,428,291
004120.png,car,450,184,514,235
004120.png,car,703,174,774,224
004120.png,car,416,193,470,256
004120.png,car,618,173,639,188
004120.png,car,567,180,597,199
004121.png,car,198,191,268,220
004121.png,car,267,189,314,209
004121.png,car,0,196,101,238
004122.png,car,690,194,874,312
004122.png,car,575,192,641,238
004124.png,car,314,172,397,228
004124.png,car,450,180,479,201
004127.png,car,0,182,220,370
004127.png,car,279,182,456,261
004127.png,car,584,180,640,226
004127.png,car,177,170,230,218
004127.png,car,637,169,669,199
004127.png,car,418,184,478,249
004127.png,car,393,181,479,252
004128.png,car,35,209,383,366
004128.png,car,788,180,964,298
004128.png,car,641,169,678,197
004129.png,car,306,189,368,223
004129.png,truck,635,149,690,208
004130.png,car,0,167,374,374
004130.png,car,471,184,537,233
004133.png,car,328,188,484,286
004133.png,car,477,181,536,235
004135.png,car,193,197,362,285
004135.png,car,352,178,446,255
004135.png,car,688,181,716,203
004135.png,car,714,184,786,232
004137.png,car,829,197,1242,373
004137.png,car,0,205,262,374
004137.png,car,234,198,396,297
004137.png,car,754,187,904,283
004137.png,car,722,181,801,245
004137.png,car,685,178,741,224
004137.png,car,459,184,509,219
004138.png,car,0,231,315,373
004138.png,car,139,190,301,265
004138.png,car,279,183,362,238
004138.png,car,374,184,461,244
004138.png,car,359,181,397,213
004138.png,car,571,182,606,207
004141.png,car,728,175,782,208
004141.png,car,955,142,1241,298
004143.png,car,640,181,713,214
004145.png,car,963,176,1241,372
004145.png,truck,777,96,959,233
004145.png,car,644,181,686,210
004145.png,car,692,178,788,240
004147.png,car,0,126,137,283
004148.png,car,0,237,119,375
004148.png,car,82,193,349,360
004148.png,car,762,161,938,271
004148.png,car,735,174,781,232
004148.png,car,515,174,560,204
004148.png,car,586,169,614,184
004148.png,car,686,169,727,206
004149.png,car,1113,153,1237,237
004149.png,car,1176,189,1237,275
004150.png,car,0,209,155,289
004150.png,car,152,201,300,278
004150.png,car,689,180,749,230
004150.png,car,777,180,809,201
004152.png,car,518,182,548,208
004153.png,car,531,180,561,205
004153.png,car,405,180,433,198
004154.png,car,754,172,971,311
004154.png,car,350,170,473,251
004154.png,car,660,165,711,221
004154.png,car,1035,282,1241,370
004154.png,car,687,165,792,253
004154.png,car,454,170,502,223
004155.png,car,533,161,830,325
004155.png,car,395,193,520,261
004155.png,car,275,187,347,226
004155.png,car,898,168,1028,233
004155.png,car,248,183,276,201
004155.png,car,814,170,886,220
004155.png,car,71,186,140,220
004155.png,car,472,175,556,226
004156.png,car,53,214,333,372
004156.png,car,0,219,72,373
004156.png,car,307,195,431,292
004156.png,car,536,185,571,210
004156.png,car,735,178,852,259
004156.png,car,713,184,752,228
004156.png,car,689,181,718,213
004158.png,car,0,199,388,374
004158.png,car,704,178,806,272
004158.png,car,483,169,548,221
004158.png,car,628,169,657,194
004158.png,car,248,166,429,229
004158.png,car,663,184,713,249
004158.png,car,541,172,563,204
004160.png,car,741,184,1002,337
004160.png,car,0,228,186,370
004160.png,car,681,181,773,257
004160.png,car,1057,252,1241,370
004160.png,car,559,177,587,196
004161.png,car,345,184,393,213
004161.png,car,0,203,62,272
004162.png,car,280,181,459,297
004162.png,car,710,191,826,268
004162.png,car,450,181,520,242
004162.png,car,657,181,699,209
004164.png,car,712,173,866,287
004164.png,car,289,183,423,268
004164.png,car,452,179,505,218
004166.png,car,139,192,462,374
004166.png,car,859,194,1174,371
004166.png,car,765,159,896,210
004166.png,car,1150,168,1240,226
004166.png,car,0,271,234,374
004166.png,car,843,179,965,290
004166.png,car,1043,158,1137,202
004166.png,car,444,174,554,251
004166.png,car,722,158,780,185
004168.png,car,339,184,381,214
004169.png,car,0,211,105,314
004169.png,car,323,188,383,232
004169.png,car,265,176,330,222
004169.png,car,55,197,130,225
004170.png,car,1059,186,1153,222
004171.png,car,846,139,1241,373
004171.png,car,793,160,874,238
004172.png,car,692,182,867,239
004172.png,car,644,175,704,206
004175.png,car,0,184,75,228
004175.png,car,209,174,309,213
004175.png,car,152,182,213,212
004176.png,car,298,184,464,300
004176.png,car,514,182,552,212
004178.png,car,492,169,544,205
004178.png,car,585,174,632,216
004179.png,car,206,180,364,278
004179.png,car,706,189,814,265
004179.png,car,307,178,422,253
004179.png,car,587,177,643,223
004179.png,car,510,183,570,230
004179.png,car,643,174,676,203
004179.png,car,400,176,471,224
004179.png,car,473,177,524,208
004180.png,car,330,179,475,235
004180.png,car,459,174,510,209
004181.png,car,774,182,1067,373
004181.png,car,191,184,335,256
004181.png,car,0,202,139,322
004181.png,car,663,172,724,217
004181.png,car,583,177,621,204
004181.png,car,1031,311,1241,372
004182.png,car,569,175,621,220
004183.png,car,484,198,548,249
004184.png,car,376,168,478,233
004185.png,car,0,223,285,364
004185.png,car,486,172,560,209
004185.png,car,2,183,161,251
004186.png,car,1055,175,1241,370
004186.png,car,0,182,142,290
004186.png,car,757,162,927,266
004186.png,car,845,180,1086,314
004186.png,car,561,175,658,265
004186.png,car,113,171,244,244
004187.png,car,415,180,442,198
004190.png,car,645,183,712,240
004190.png,car,349,185,417,250
004190.png,car,729,186,758,209
004193.png,car,0,197,375,375
004193.png,car,1071,159,1240,256
004193.png,car,418,178,519,246
004193.png,car,915,164,1062,234
004193.png,car,725,183,848,268
004193.png,car,698,185,738,237
004193.png,car,477,163,551,221
004194.png,car,754,162,1240,346
004194.png,car,671,177,729,221
004194.png,car,364,145,525,291
004194.png,car,551,166,574,186
004194.png,car,646,172,682,209
004195.png,car,487,171,531,208
004195.png,car,427,174,461,195
004196.png,car,848,177,1055,257
004196.png,car,0,219,206,372
004196.png,car,365,189,462,238
004196.png,car,332,195,396,264
004196.png,car,647,182,709,224
004196.png,car,468,181,529,210
004196.png,car,0,169,344,319
004197.png,car,562,174,616,223
004198.png,car,578,173,637,226
004198.png,car,348,182,406,219
004199.png,car,302,183,421,225
004200.png,car,276,192,398,260
004201.png,car,304,195,468,302
004203.png,car,431,189,513,260
004203.png,car,499,190,532,235
004204.png,car,138,188,429,309
004205.png,car,0,224,391,371
004205.png,car,501,181,557,224
004205.png,car,555,182,581,207
004205.png,car,654,178,699,212
004206.png,car,39,187,254,265
004206.png,car,683,167,847,281
004206.png,car,479,171,540,221
004206.png,car,0,238,57,303
004213.png,car,832,195,1120,343
004213.png,car,752,191,858,264
004213.png,car,548,167,601,203
004214.png,truck,0,55,269,372
004214.png,car,570,176,618,215
004214.png,car,370,174,474,243
004216.png,car,0,203,165,294
004216.png,car,596,183,684,260
004216.png,car,729,176,859,241
004216.png,car,318,187,384,228
004216.png,car,463,182,510,217
004218.png,car,0,232,90,375
004218.png,car,274,202,467,328
004218.png,car,57,208,296,345
004218.png,car,424,175,523,259
004218.png,car,649,183,731,223
004220.png,car,554,180,612,226
004220.png,car,250,180,312,217
004220.png,car,501,180,541,211
004220.png,car,0,180,117,262
004222.png,car,0,204,210,374
004222.png,car,442,193,511,231
004222.png,car,442,183,519,231
004222.png,car,651,169,677,193
004225.png,car,2,194,437,371
004225.png,car,585,188,678,276
004228.png,car,0,215,386,368
004228.png,car,704,196,833,282
004228.png,car,523,185,572,221
004228.png,car,632,180,666,206
004228.png,car,645,182,711,229
004231.png,car,528,187,918,319
004231.png,car,1094,194,1241,348
004232.png,car,98,181,386,276
004232.png,car,1191,240,1241,370
004232.png,car,678,186,756,243
004232.png,car,0,214,115,349
004232.png,car,552,171,584,200
004234.png,car,263,193,484,344
004234.png,car,817,190,1050,349
004234.png,car,0,237,337,372
004234.png,car,759,165,882,212
004234.png,car,1118,171,1241,227
004234.png,car,465,179,560,245
004234.png,car,679,162,742,188
004238.png,car,254,187,484,346
004238.png,car,680,195,806,285
004238.png,car,764,206,1051,372
004239.png,car,718,179,832,252
004240.png,car,747,182,777,201
004242.png,car,288,195,469,302
004242.png,car,434,176,510,238
004242.png,car,519,177,557,203
004243.png,car,138,190,302,265
004243.png,car,319,188,450,271
004243.png,car,1,210,211,373
004243.png,car,576,176,654,242
004243.png,car,262,183,330,225
004243.png,car,445,182,503,228
004244.png,car,569,181,651,254
004244.png,car,201,197,307,246
004248.png,car,570,175,616,214
004248.png,car,431,170,492,224
004253.png,car,193,186,379,242
004254.png,truck,0,49,221,371
004254.png,car,575,179,611,208
004255.png,car,138,191,314,272
004255.png,car,424,179,475,211
004256.png,car,319,186,395,227
004256.png,car,444,180,473,202
004259.png,car,737,201,1002,345
004259.png,car,6,220,259,369
004259.png,car,419,191,462,221
004260.png,car,714,189,918,318
004260.png,car,209,178,431,322
004260.png,car,429,178,514,237
004260.png,car,676,188,726,244
004260.png,car,506,180,541,211
004262.png,car,760,175,890,278
004262.png,car,709,176,789,243
004262.png,car,363,179,425,210
004263.png,car,747,197,972,335
004263.png,car,0,198,203,351
004263.png,car,61,200,283,294
004263.png,car,674,183,756,245
004263.png,car,0,245,71,369
004263.png,car,366,185,488,231
004263.png,car,244,180,385,251
004263.png,car,631,171,666,202
004267.png,car,807,183,1098,366
004267.png,car,575,177,637,229
004267.png,car,641,176,685,212
004267.png,car,678,175,738,222
004268.png,truck,0,95,262,363
004269.png,car,69,180,313,333
004269.png,car,585,183,639,223
004269.png,car,0,194,59,297
004269.png,car,220,120,451,288
004269.png,car,487,169,535,226
004269.png,car,58,206,113,261
004269.png,car,439,183,496,229
004271.png,car,987,158,1088,257
004272.png,car,706,184,1011,306
004272.png,car,594,164,811,282
004272.png,car,441,182,493,218
004272.png,car,219,181,303,244
004272.png,car,411,180,440,203
004276.png,car,471,179,545,235
004276.png,car,348,160,455,234
004277.png,car,601,163,642,197
004279.png,car,414,186,524,256
004281.png,car,739,177,982,324
004281.png,car,235,170,429,256
004281.png,truck,685,106,832,240
004281.png,car,544,174,577,195
004282.png,car,562,181,620,228
004282.png,car,212,179,296,226
004282.png,car,506,182,551,213
004282.png,car,340,182,377,205
004283.png,car,1059,186,1153,221
004286.png,car,0,195,273,333
004286.png,car,313,160,568,298
004286.png,car,691,165,739,207
004286.png,car,207,186,317,250
004287.png,car,0,206,316,375
004287.png,car,519,180,556,208
004287.png,car,586,180,631,221
004288.png,car,245,191,437,311
004288.png,car,430,183,510,241
004288.png,car,696,191,806,265
004288.png,car,0,185,178,309
004288.png,car,652,183,702,221
004288.png,car,581,177,609,202
004289.png,car,0,213,272,359
004289.png,car,875,195,1241,372
004289.png,car,446,191,489,224
004290.png,car,3,194,455,374
004290.png,car,822,192,1241,370
004290.png,car,662,175,739,232
004290.png,car,329,181,460,265
004290.png,car,524,170,572,209
004292.png,car,0,172,155,318
004292.png,car,339,176,451,219
004293.png,car,47,188,248,269
004293.png,car,480,182,531,216
004293.png,car,662,170,725,213
004294.png,car,764,201,1037,361
004294.png,car,128,187,455,366
004294.png,car,1108,246,1241,371
004294.png,car,701,195,796,276
004294.png,car,406,177,497,267
004294.png,car,668,183,712,220
004296.png,car,0,207,314,372
004296.png,car,569,179,620,226
004297.png,car,564,180,618,227
004297.png,car,1013,197,1105,233
004297.png,car,269,183,303,204
004297.png,car,535,180,573,200
004301.png,car,757,183,1093,371
004301.png,car,289,187,493,321
004301.png,car,711,188,801,281
004301.png,car,666,181,719,224
004301.png,car,442,189,538,269
004301.png,car,493,188,550,258
004302.png,car,732,167,888,274
004304.png,car,0,215,227,373
004304.png,car,172,204,449,370
004304.png,car,412,174,524,273
004304.png,car,519,189,553,243
004304.png,car,668,185,739,223
004304.png,car,636,183,675,211
004306.png,car,939,223,1241,373
004306.png,car,410,175,505,252
004306.png,car,680,180,734,230
004306.png,truck,725,118,993,315
004306.png,car,497,180,544,215
004307.png,car,0,205,385,373
004307.png,car,981,247,1241,371
004307.png,car,680,183,747,233
004307.png,car,647,160,704,211
004311.png,car,495,167,570,228
004311.png,car,778,175,1150,372
004311.png,car,0,185,173,290
004311.png,car,685,168,781,228
004312.png,car,761,190,1069,363
004312.png,car,1031,278,1241,372
004312.png,car,428,168,511,213
004312.png,car,653,166,700,210
004312.png,car,682,169,776,248
004312.png,car,329,161,447,233
004314.png,car,243,189,294,211
004314.png,car,154,194,231,225
004315.png,car,976,185,1190,281
004315.png,car,758,187,903,277
004316.png,car,540,176,586,221
004317.png,car,266,190,336,237
004317.png,car,770,179,814,204
004317.png,car,0,202,54,230
004320.png,car,114,196,411,363
004320.png,car,502,168,586,238
004320.png,truck,414,149,487,208
004320.png,car,583,168,629,205
004321.png,car,0,161,423,371
004321.png,car,394,160,474,230
004322.png,truck,786,56,1241,371
004322.png,car,171,183,409,288
004322.png,car,363,179,440,253
004322.png,car,574,174,632,222
004322.png,car,736,185,797,263
004322.png,car,415,175,491,224
004322.png,car,666,179,713,210
004322.png,car,523,169,554,194
004324.png,car,0,244,228,373
004324.png,car,292,183,447,277
004324.png,car,749,189,952,329
004324.png,car,665,177,718,224
004324.png,car,452,186,509,226
004324.png,car,510,178,541,208
004325.png,car,0,221,165,365
004325.png,car,292,199,413,250
004325.png,truck,931,6,1241,371
004328.png,car,729,181,828,244
004328.png,car,371,183,409,201
004328.png,car,1157,153,1240,182
004330.png,car,0,224,287,365
004330.png,car,440,174,476,201
004332.png,car,581,174,636,225
004338.png,car,363,180,493,271
004340.png,truck,455,172,495,211
004341.png,car,219,170,529,330
004341.png,car,112,189,247,250
004341.png,car,679,171,710,193
004341.png,car,724,169,757,187
004342.png,car,555,177,597,214
004345.png,car,557,179,598,212
004347.png,car,433,190,569,287
004347.png,car,337,193,439,266
004348.png,car,669,174,726,220
004348.png,car,460,177,545,239
004349.png,car,366,192,638,315
004350.png,car,299,187,505,324
004350.png,car,0,217,236,372
004350.png,car,542,175,597,218
004350.png,car,717,183,791,249
004350.png,car,957,266,1241,372
004351.png,car,569,180,620,224
004351.png,car,497,181,535,211
004351.png,car,224,182,281,203
004351.png,car,537,180,571,198
004351.png,car,156,175,230,208
004352.png,car,843,187,1241,373
004352.png,car,727,194,869,292
004352.png,car,323,187,499,297
004352.png,car,688,193,750,254
004352.png,car,456,179,523,243
004353.png,car,878,170,1020,226
004353.png,car,1040,161,1234,218
004353.png,car,0,188,207,268
004353.png,car,204,195,271,227
004355.png,car,616,171,688,235
004355.png,car,530,163,601,221
004355.png,car,1142,135,1241,196
004355.png,car,1041,144,1152,195
004356.png,car,355,185,492,296
004356.png,car,469,187,528,247
004360.png,car,796,185,1117,372
004360.png,car,71,190,323,289
004360.png,car,685,185,761,241
004360.png,car,0,232,98,364
004360.png,car,1038,276,1241,373
004360.png,car,294,187,409,261
004360.png,car,388,184,468,243
004362.png,car,1095,133,1222,203
004362.png,car,492,176,544,211
004363.png,car,453,189,541,249
004363.png,car,0,155,239,369
004363.png,truck,0,155,239,369
004365.png,car,529,179,564,209
004366.png,car,910,198,1241,370
004366.png,car,0,214,229,373
004366.png,car,263,168,444,297
004366.png,car,773,186,923,284
004366.png,car,459,177,559,245
004366.png,car,636,174,701,213
004368.png,car,234,181,461,329
004368.png,car,677,178,753,240
004368.png,car,736,182,924,298
004368.png,car,928,232,1241,373
004368.png,car,434,185,508,243
004368.png,car,645,171,686,214
004369.png,car,942,198,1241,318
004369.png,car,0,198,211,365
004369.png,car,883,185,1056,288
004369.png,car,103,186,266,303
004369.png,car,437,178,503,218
004369.png,car,206,185,374,293
004369.png,car,727,183,849,236
004369.png,car,277,175,427,242
004369.png,car,402,182,457,227
004369.png,car,636,180,680,213
004372.png,car,372,186,433,225
004372.png,car,437,183,478,212
004373.png,car,374,169,504,266
004373.png,car,522,159,556,196
004377.png,car,391,184,433,212
004378.png,car,750,188,1001,339
004378.png,car,867,240,1241,371
004378.png,car,549,181,578,205
004378.png,car,695,187,770,243
004378.png,car,663,179,732,229
004381.png,car,0,189,163,274
004381.png,car,583,174,631,215
004382.png,car,377,195,445,238
004382.png,car,505,187,543,218
004383.png,car,460,180,536,244
004383.png,car,65,198,251,279
004384.png,car,481,175,537,218
004385.png,car,460,175,547,217
004386.png,car,890,180,1241,341
004386.png,car,732,182,858,242
004386.png,car,800,182,1031,273
004387.png,car,210,182,425,271
004387.png,car,582,176,638,218
004387.png,car,0,64,87,369
004388.png,car,70,195,311,321
004388.png,car,833,196,1242,375
004388.png,car,292,186,401,264
004388.png,car,751,184,922,290
004391.png,car,186,206,424,344
004391.png,car,940,217,1241,371
004391.png,car,754,184,1012,353
004391.png,car,692,184,795,266
004391.png,car,404,200,482,274
004393.png,car,790,168,888,211
004395.png,car,435,202,529,268
004396.png,car,533,179,569,210
004401.png,car,0,238,363,372
004401.png,car,278,207,467,330
004401.png,car,731,200,933,320
004401.png,car,481,196,547,244
004401.png,car,662,188,731,244
004401.png,car,699,194,783,270
004402.png,car,350,183,397,208
004402.png,car,433,181,462,200
004403.png,car,534,180,564,203
004403.png,car,580,176,617,208
004405.png,car,827,171,1237,294
004405.png,car,1096,230,1241,370
004406.png,car,0,226,134,374
004406.png,car,116,209,321,324
004406.png,car,864,147,1064,213
004406.png,car,383,192,451,243
004406.png,car,303,199,397,268
004406.png,car,1193,134,1241,178
004406.png,car,443,189,498,226
004409.png,car,0,208,347,375
004409.png,car,842,166,1046,272
004409.png,car,323,187,468,292
004409.png,car,670,179,728,227
004409.png,car,457,190,520,248
004411.png,car,584,183,665,249
004411.png,car,206,183,279,236
004411.png,car,461,178,519,226
004411.png,car,505,183,537,212
004412.png,car,0,219,351,370
004412.png,car,365,182,500,280
004412.png,car,521,170,571,216
004416.png,car,543,181,587,207
004418.png,car,925,161,1048,254
004418.png,car,692,168,783,233
004418.png,car,768,169,811,215
004419.png,car,370,182,410,201
004419.png,car,415,174,448,197
004421.png,car,272,195,456,300
004421.png,car,430,184,501,245
004421.png,car,495,178,535,216
004421.png,car,530,171,557,198
004421.png,car,600,178,645,214
004428.png,car,211,109,464,282
004430.png,car,306,221,586,371
004430.png,car,177,231,363,340
004430.png,car,1082,167,1238,282
004430.png,car,94,233,216,318
004430.png,car,19,228,121,305
004431.png,car,456,172,531,203
004431.png,car,675,174,704,189
004431.png,car,550,165,610,191
004433.png,car,0,197,281,340
004433.png,car,863,196,1241,372
004433.png,car,758,187,953,305
004433.png,car,261,188,386,271
004434.png,car,0,219,225,373
004434.png,car,358,187,476,263
004434.png,car,616,184,669,221
004434.png,car,483,174,535,214
004435.png,car,23,201,174,263
004435.png,car,358,184,401,209
004437.png,car,407,179,584,261
004438.png,car,488,188,543,241
004439.png,car,381,190,519,275
004439.png,car,691,194,787,260
004440.png,car,786,183,1061,347
004440.png,car,428,181,526,252
004440.png,car,732,177,826,262
004440.png,car,650,180,686,213
004441.png,car,46,203,409,372
004443.png,car,347,181,432,277
004444.png,car,773,189,1159,374
004444.png,car,696,187,827,277
004444.png,car,557,178,588,198
004446.png,car,0,188,371,374
004446.png,car,498,183,544,218
004447.png,car,0,226,222,372
004447.png,car,172,183,253,241
004447.png,car,0,185,207,267
004447.png,car,218,189,389,282
004447.png,car,572,175,617,213
004447.png,truck,407,153,515,236
004448.png,car,501,183,551,219
004450.png,car,1046,172,1241,258
004450.png,car,667,193,736,231
004451.png,truck,325,140,436,278
004453.png,car,558,181,599,212
004454.png,car,565,174,628,226
004455.png,car,538,174,579,200
004455.png,truck,964,49,1241,370
004455.png,car,0,170,54,254
004457.png,car,461,174,541,235
004458.png,car,92,201,381,373
004458.png,car,364,185,488,276
004458.png,car,483,180,530,218
004459.png,car,551,175,615,233
004461.png,car,592,178,641,212
004463.png,car,113,194,416,362
004463.png,car,503,167,585,236
004463.png,truck,347,143,451,218
004465.png,car,600,172,624,190
004466.png,car,0,215,126,345
004466.png,car,468,180,519,210
004471.png,car,174,177,254,210
004471.png,car,250,181,308,204
004472.png,car,779,177,943,292
004472.png,car,500,176,602,261
004472.png,car,738,178,780,211
004472.png,car,592,180,640,234
004473.png,car,304,193,470,302
004473.png,car,298,174,344,202
004473.png,car,535,182,568,204
004473.png,car,589,180,630,216
004477.png,car,569,174,621,220
004478.png,car,194,183,332,257
004478.png,car,358,184,430,223
004478.png,car,425,175,474,212
004478.png,car,515,176,556,198
004478.png,car,0,159,121,300
004479.png,car,844,173,947,254
004479.png,car,945,180,1062,251
004479.png,car,5,179,156,234
004479.png,car,0,188,78,249
004479.png,car,0,211,19,278
004480.png,car,361,171,400,202
004480.png,car,418,181,452,199
004483.png,car,462,181,526,221
004483.png,car,635,167,665,188
004483.png,car,70,192,347,328
004484.png,car,224,190,344,251
004484.png,car,0,192,122,310
004484.png,car,333,187,399,230
004484.png,car,453,178,493,203
004486.png,car,1,191,362,374
004486.png,car,479,168,538,213
004488.png,truck,50,93,426,323
004488.png,car,427,176,543,239
004489.png,car,0,182,202,257
004489.png,car,815,181,1106,270
004490.png,car,128,190,243,240
004490.png,car,262,187,322,218
004491.png,car,763,191,995,339
004491.png,car,702,165,756,218
004491.png,car,547,167,611,214
004492.png,car,800,186,1015,341
004492.png,car,973,282,1241,373
004492.png,car,0,128,149,368
004492.png,car,213,178,302,213
004492.png,car,344,163,413,210
004492.png,car,121,166,188,213
004494.png,car,357,173,486,226
004496.png,car,1,189,316,332
004496.png,car,218,184,415,255
004496.png,car,749,186,901,291
004496.png,car,444,182,503,229
004496.png,car,379,183,470,233
004496.png,car,715,181,789,253
004496.png,car,682,180,729,219
004496.png,car,491,180,535,217
004501.png,car,387,189,424,214
004501.png,car,572,178,625,219
004503.png,car,467,166,522,209
004504.png,car,584,173,644,230
004504.png,car,938,167,1000,193
004506.png,car,332,182,473,274
004506.png,car,138,173,221,216
004510.png,car,523,175,736,370
004510.png,car,336,179,437,218
004510.png,car,950,177,1086,218
004513.png,car,209,199,446,352
004513.png,car,914,215,1242,375
004513.png,car,0,235,164,372
004513.png,car,794,184,940,305
004513.png,car,697,185,735,231
004513.png,car,552,176,592,203
004513.png,car,469,168,559,235
004515.png,car,13,198,392,373
004515.png,car,525,180,558,205
004515.png,car,587,180,633,222
004515.png,car,0,187,108,231
004516.png,car,959,234,1241,373
004516.png,car,804,189,1071,370
004516.png,car,142,187,303,254
004516.png,car,0,243,95,373
004516.png,car,680,180,801,257
004516.png,car,417,185,489,240
004516.png,car,471,180,515,223
004517.png,car,325,183,451,256
004517.png,car,0,205,292,374
004517.png,car,442,180,506,226
004517.png,car,572,173,609,207
004517.png,car,286,183,341,232
004517.png,car,226,173,289,224
004517.png,truck,0,156,68,212
004518.png,car,960,168,1120,255
004518.png,car,1066,159,1241,280
004518.png,car,0,147,332,372
004518.png,car,807,157,1004,234
004518.png,car,392,185,472,252
004518.png,car,321,166,420,291
004519.png,car,32,199,270,313
004519.png,car,581,180,677,252
004519.png,car,341,184,403,230
004519.png,car,480,181,534,225
004519.png,car,0,164,177,269
004519.png,car,228,187,347,259
004519.png,car,395,182,439,216
004522.png,car,563,181,595,199
004525.png,car,152,170,213,207
004525.png,car,366,171,405,188
004525.png,car,573,174,624,221
004529.png,car,353,193,527,310
004529.png,car,560,181,617,220
004530.png,car,243,180,326,208
004531.png,car,756,192,1120,372
004531.png,car,472,179,668,272
004534.png,car,399,180,437,203
004534.png,car,0,195,33,266
004534.png,car,242,187,317,224
004534.png,car,202,184,275,222
004534.png,car,202,184,316,223
004537.png,car,567,180,619,225
004537.png,car,519,183,548,204
004539.png,car,482,183,544,229
004540.png,car,722,160,902,287
004540.png,car,365,187,519,292
004540.png,car,681,184,737,242
004540.png,car,576,180,600,199
004541.png,car,766,184,1029,289
004541.png,car,14,187,271,276
004541.png,car,0,224,92,326
004541.png,car,1078,189,1133,223
004541.png,car,178,177,309,244
004541.png,car,728,188,818,262
004542.png,car,993,186,1240,336
004542.png,car,621,179,743,262
004542.png,car,527,183,584,221
004545.png,car,0,229,347,372
004545.png,car,456,189,531,249
004545.png,car,522,184,565,226
004547.png,car,248,185,368,249
004547.png,car,504,176,533,196
004548.png,car,60,191,193,233
004550.png,truck,263,146,425,267
004552.png,car,364,149,555,312
004552.png,car,315,196,420,277
004553.png,car,776,187,1048,338
004553.png,car,0,201,197,373
004553.png,car,943,216,1240,372
004553.png,car,180,187,346,290
004553.png,car,468,172,520,202
004556.png,car,425,181,458,209
004556.png,car,0,189,168,268
004557.png,car,361,181,408,208
004558.png,car,730,189,856,275
004558.png,car,483,169,528,211
004558.png,car,666,188,739,252
004558.png,car,597,180,651,228
004559.png,car,692,186,829,303
004560.png,car,1011,168,1241,371
004560.png,car,838,180,1053,313
004560.png,car,766,161,928,272
004560.png,car,423,181,475,220
004560.png,car,717,178,767,230
004563.png,car,715,176,764,203
004565.png,car,523,185,584,223
004565.png,car,637,173,673,200
004567.png,car,528,172,561,197
004570.png,car,506,180,553,214
004571.png,car,485,177,577,259
004571.png,car,163,198,439,358
004571.png,car,382,182,455,224
004571.png,car,596,177,644,223
004572.png,car,0,187,386,374
004572.png,car,902,191,1241,373
004572.png,car,766,181,922,276
004572.png,car,348,184,475,287
004572.png,car,457,173,529,240
004572.png,car,731,175,801,238
004572.png,car,531,172,596,220
004572.png,car,649,171,710,200
004572.png,car,706,168,740,195
004573.png,car,317,183,364,206
004573.png,car,418,181,446,198
004573.png,car,207,186,309,234
004574.png,car,396,173,438,205
004574.png,car,481,171,508,189
004577.png,car,715,164,773,207
004578.png,car,879,199,1241,375
004578.png,car,186,194,396,310
004578.png,car,773,185,929,284
004578.png,car,372,191,469,255
004578.png,car,443,187,500,234
004578.png,car,514,182,555,206
004578.png,car,715,180,798,247
004578.png,car,680,176,737,223
004584.png,car,522,165,577,199
004585.png,car,1003,174,1217,250
004585.png,car,0,182,70,283
004586.png,car,227,187,308,234
004586.png,car,302,187,393,234
004586.png,car,584,181,657,240
004589.png,car,54,183,288,259
004590.png,car,0,209,64,271
004593.png,car,0,199,175,372
004593.png,car,26,193,288,302
004593.png,car,687,174,788,227
004593.png,car,424,179,515,223
004596.png,car,0,196,193,323
004596.png,car,570,185,610,222
004596.png,car,288,185,379,244
004596.png,car,401,194,454,222
004599.png,car,153,198,305,266
004599.png,car,131,195,163,217
004604.png,car,593,187,670,250
