Image,Class,X_min,Y_min,X_max,Y_max
003531.png,car,841,197,1240,373
003531.png,car,111,201,352,309
003531.png,car,748,180,914,288
003531.png,car,338,191,427,257
003531.png,car,0,187,64,240
003531.png,car,688,180,758,234
003531.png,car,431,187,491,228
003532.png,car,394,181,428,202
003532.png,car,337,189,387,213
003533.png,car,249,189,358,239
003534.png,car,547,177,609,233
003535.png,car,0,191,224,308
003535.png,car,473,177,508,202
003536.png,truck,0,110,170,244
003537.png,car,4,221,440,370
003537.png,truck,742,2,1241,369
003537.png,car,358,187,515,303
003537.png,car,655,181,728,236
003537.png,car,552,178,602,217
003537.png,car,130,183,218,224
003538.png,car,693,175,731,199
003538.png,truck,801,157,925,235
003539.png,car,209,172,283,218
003539.png,car,0,193,124,254
003540.png,car,83,205,385,338
003540.png,car,1170,162,1241,200
003541.png,car,79,214,433,375
003541.png,car,976,155,1069,196
003541.png,car,864,174,929,226
003541.png,car,596,164,655,186
003541.png,car,383,191,508,295
003541.png,car,766,174,911,291
003541.png,car,491,180,543,238
003541.png,car,1055,166,1170,212
003542.png,car,0,244,373,371
003542.png,car,221,199,407,326
003543.png,car,198,182,351,235
003543.png,car,537,171,581,206
003545.png,car,501,181,593,229
003545.png,car,249,159,391,234
003545.png,truck,248,159,391,233
003545.png,car,675,172,712,195
003545.png,car,1103,157,1143,178
003546.png,car,230,193,486,358
003547.png,car,508,177,555,210
003547.png,car,399,178,493,248
003547.png,car,646,176,701,214
003548.png,car,551,178,609,231
003548.png,truck,466,143,529,216
003549.png,car,0,200,142,321
003549.png,car,686,172,781,245
003549.png,car,917,216,1242,371
003549.png,car,578,179,624,213
003550.png,car,589,168,627,195
003551.png,car,81,188,396,368
003551.png,car,91,174,187,222
003551.png,truck,512,153,566,203
003552.png,car,382,183,551,308
003553.png,car,0,204,46,252
003553.png,car,188,189,270,230
003553.png,car,390,187,423,204
003555.png,car,259,180,368,238
003555.png,car,433,176,467,208
003555.png,car,522,179,556,198
003556.png,car,405,180,467,205
003557.png,car,332,182,485,291
003557.png,car,511,180,552,209
003559.png,car,733,193,886,283
003559.png,car,665,171,722,224
003561.png,car,315,187,423,245
003562.png,car,338,180,422,227
003562.png,car,501,173,528,195
003563.png,car,46,198,257,289
003563.png,car,226,201,447,321
003563.png,car,200,182,301,235
003563.png,car,428,183,494,229
003563.png,car,570,184,605,211
003564.png,car,2,206,413,374
003564.png,car,507,187,547,244
003564.png,car,376,168,518,285
003564.png,car,0,221,121,348
003564.png,car,674,181,759,226
003564.png,car,645,181,683,208
003565.png,car,796,215,1242,371
003565.png,car,128,199,449,372
003565.png,car,0,253,207,371
003565.png,car,672,192,740,254
003565.png,car,715,190,863,294
003565.png,car,394,195,507,294
003565.png,car,509,187,561,230
003566.png,car,952,181,1090,222
003566.png,car,1086,218,1241,371
003566.png,car,541,177,710,323
003566.png,car,1147,175,1241,222
003568.png,car,0,203,156,309
003568.png,car,275,189,433,284
003568.png,car,412,180,485,233
003568.png,truck,7,162,201,241
003568.png,car,258,177,346,238
003568.png,car,572,176,609,206
003569.png,car,271,174,476,328
003569.png,car,623,182,664,210
003569.png,car,579,180,618,218
003569.png,truck,0,157,283,370
003570.png,car,406,181,522,268
003570.png,car,0,211,398,369
003570.png,car,585,176,651,227
003570.png,car,526,173,583,217
003570.png,car,248,168,396,258
003574.png,car,811,190,1204,371
003574.png,car,0,229,96,374
003574.png,car,163,199,373,296
003574.png,car,735,181,881,277
003574.png,car,1115,163,1241,313
003574.png,car,438,185,498,227
003574.png,car,686,181,749,232
003575.png,car,241,183,453,264
003575.png,car,113,165,327,262
003577.png,car,120,183,487,373
003577.png,car,802,181,1167,371
003577.png,car,990,281,1241,374
003577.png,car,489,177,544,231
003577.png,car,539,163,607,207
003577.png,car,685,173,742,219
003577.png,car,458,181,509,245
003578.png,car,454,186,516,235
003579.png,car,686,180,731,216
003581.png,car,0,174,232,369
003581.png,car,257,203,407,288
003581.png,car,1101,141,1241,331
003581.png,car,390,190,459,247
003582.png,car,753,186,1042,346
003584.png,car,414,197,523,273
003584.png,car,599,208,628,229
003584.png,car,538,211,564,231
003585.png,car,1097,190,1157,225
003585.png,car,562,180,617,228
003585.png,car,282,180,326,202
003588.png,car,0,227,224,371
003588.png,car,463,176,529,229
003588.png,car,164,184,297,250
003588.png,car,531,171,561,194
003590.png,car,401,182,495,213
003592.png,car,390,194,546,281
003592.png,car,599,185,648,229
003592.png,car,535,186,603,246
003594.png,car,428,186,514,246
003595.png,car,423,184,517,258
003595.png,car,512,184,557,226
003595.png,car,0,294,93,373
003596.png,car,0,202,232,287
003597.png,car,474,177,516,210
003598.png,car,0,188,275,373
003598.png,car,477,177,534,224
003598.png,car,588,177,633,215
003599.png,car,0,205,147,297
003599.png,car,597,183,682,258
003599.png,car,737,177,864,243
003599.png,car,311,187,378,229
003600.png,car,305,187,370,220
003601.png,car,444,181,473,199
003601.png,car,597,173,631,201
003602.png,car,247,191,329,232
003602.png,car,300,179,361,216
003602.png,car,411,181,463,213
003602.png,car,1044,165,1205,249
003603.png,car,810,188,1241,374
003603.png,car,707,179,811,255
003603.png,car,672,180,745,230
003603.png,car,650,181,678,210
003604.png,car,431,175,518,249
003605.png,car,255,195,402,279
003605.png,car,802,155,918,196
003605.png,car,383,193,444,246
003605.png,car,435,191,479,233
003606.png,car,583,180,619,216
003606.png,car,1082,183,1128,205
003606.png,car,979,182,1013,200
003606.png,car,1129,181,1181,205
003607.png,car,0,182,113,257
003607.png,car,686,180,964,269
003609.png,car,814,190,1072,333
003609.png,car,0,199,321,368
003609.png,car,299,191,432,275
003609.png,car,1037,246,1241,370
003609.png,car,736,183,857,261
003609.png,car,501,182,540,210
003609.png,car,407,189,479,243
003609.png,car,708,179,773,237
003610.png,car,452,185,525,241
003613.png,car,1,226,341,372
003614.png,car,683,171,724,209
003615.png,car,593,180,693,214
003616.png,car,552,173,702,303
003618.png,car,46,208,427,372
003618.png,car,704,188,917,325
003618.png,car,68,196,291,281
003618.png,car,442,186,505,225
003618.png,car,303,192,427,241
003619.png,car,525,178,555,200
003619.png,car,564,175,618,225
003620.png,car,767,195,996,339
003620.png,car,55,200,358,355
003620.png,car,725,188,825,279
003620.png,car,452,186,511,225
003620.png,car,659,182,738,239
003621.png,car,1021,194,1242,373
003621.png,car,0,202,80,359
003621.png,car,26,173,291,299
003621.png,car,833,186,1002,285
003621.png,car,766,171,900,258
003621.png,car,632,182,680,218
003621.png,car,943,187,1154,310
003621.png,car,943,187,1083,309
003621.png,car,319,178,458,236
003622.png,car,127,185,293,262
003622.png,car,340,185,439,266
003622.png,car,657,180,700,212
003623.png,car,520,199,566,245
003624.png,car,6,198,363,373
003624.png,car,401,182,493,242
003624.png,car,605,183,654,217
003625.png,car,818,182,1156,353
003625.png,car,98,169,244,239
003625.png,car,691,174,760,237
003625.png,car,464,174,498,193
003626.png,car,564,174,616,224
003626.png,car,466,183,499,207
003626.png,car,537,175,566,198
003627.png,car,83,190,203,234
003628.png,car,1116,156,1223,215
003629.png,car,453,177,494,207
003630.png,car,362,182,407,214
003631.png,car,235,195,274,219
003632.png,car,840,133,1237,372
003633.png,car,0,174,260,315
003633.png,car,1077,195,1241,372
003633.png,car,772,175,935,266
003633.png,car,851,184,1038,294
003633.png,car,977,188,1218,328
003633.png,car,632,181,682,219
003634.png,car,0,125,136,282
003635.png,car,581,213,617,243
003636.png,car,162,180,405,333
003637.png,truck,557,110,645,216
003637.png,car,75,186,154,222
003637.png,car,0,191,85,233
003638.png,car,386,183,453,226
003638.png,car,268,172,382,246
003638.png,car,458,185,497,211
003639.png,car,574,183,670,271
003639.png,car,238,200,277,235
003640.png,car,346,206,474,296
003640.png,car,0,224,169,371
003640.png,car,498,185,557,227
003640.png,car,446,192,510,254
003641.png,car,875,200,1241,374
003641.png,car,646,166,726,202
003641.png,car,356,178,451,226
003642.png,car,151,175,401,327
003642.png,car,596,175,661,228
003642.png,car,798,175,1016,305
003642.png,car,1049,253,1241,371
003642.png,car,29,188,175,277
003642.png,car,354,179,440,268
003642.png,car,427,170,540,225
003642.png,car,496,170,546,219
003642.png,car,715,180,759,226
003643.png,car,556,173,696,297
003645.png,car,442,167,477,189
003646.png,car,122,184,344,310
003646.png,car,583,181,640,225
003646.png,car,316,181,428,268
003646.png,car,408,177,507,229
003646.png,car,58,183,166,265
003647.png,car,816,172,1241,372
003647.png,car,548,177,582,197
003647.png,truck,716,75,942,276
003648.png,car,0,208,233,372
003648.png,car,208,186,425,336
003648.png,car,800,186,1044,314
003648.png,car,403,173,504,254
003648.png,car,508,173,586,227
003648.png,car,1092,272,1241,372
003648.png,car,741,178,834,253
003648.png,car,646,169,712,203
003650.png,car,571,174,630,227
003651.png,car,949,173,1241,367
003651.png,car,128,183,307,261
003651.png,car,636,174,707,236
003651.png,car,491,170,555,217
003651.png,car,413,178,491,220
003652.png,car,215,206,385,327
003652.png,car,0,203,234,374
003652.png,car,357,192,457,275
003652.png,car,726,176,826,249
003652.png,car,542,185,576,210
003652.png,car,689,180,712,213
003652.png,car,711,181,742,224
003653.png,car,823,191,1241,374
003653.png,car,0,211,372,372
003653.png,car,720,187,881,292
003653.png,car,354,202,468,298
003654.png,car,462,185,534,238
003655.png,car,485,175,514,197
003655.png,car,406,181,464,217
003657.png,car,876,167,1118,324
003657.png,car,798,171,931,271
003657.png,car,732,174,807,233
003657.png,car,732,177,823,253
003657.png,car,0,182,126,277
003658.png,car,0,200,319,374
003658.png,car,425,186,508,243
003658.png,car,530,168,561,195
003658.png,car,479,173,527,218
003659.png,car,34,199,357,329
003659.png,car,0,208,67,306
003659.png,truck,395,141,495,241
003659.png,car,568,183,602,208
003660.png,car,379,189,413,208
003661.png,car,782,178,1128,374
003661.png,car,94,200,404,370
003661.png,car,383,194,476,276
003661.png,car,705,177,832,264
003661.png,car,1109,315,1241,373
003661.png,car,676,172,717,223
003661.png,car,437,180,525,229
003661.png,car,639,171,670,197
003662.png,car,957,207,1241,370
003662.png,car,618,181,721,249
003662.png,car,559,183,644,211
003662.png,car,712,172,795,209
003663.png,car,233,202,323,253
003663.png,car,320,199,398,248
003663.png,car,0,220,149,297
003663.png,car,938,176,968,192
003664.png,car,155,178,297,235
003664.png,car,692,171,733,202
003666.png,car,0,141,394,371
003666.png,car,387,188,490,287
003666.png,car,473,183,533,241
003666.png,car,679,175,868,242
003666.png,car,633,173,697,215
003667.png,car,533,159,582,204
003668.png,car,0,223,287,365
003668.png,car,445,172,480,200
003669.png,car,534,174,601,210
003669.png,car,320,173,461,228
003674.png,car,861,235,1241,370
003674.png,car,736,191,919,315
003674.png,car,0,209,415,373
003674.png,car,357,197,497,318
003674.png,car,682,188,767,259
003674.png,car,505,188,557,231
003676.png,car,94,189,330,276
003676.png,car,2,195,270,338
003676.png,car,740,171,907,302
003676.png,car,238,160,412,251
003676.png,car,0,201,78,370
003676.png,car,428,172,479,216
003677.png,car,0,214,166,375
003677.png,car,1016,273,1241,370
003678.png,car,399,178,439,201
003679.png,truck,319,167,418,233
003679.png,car,321,168,419,233
003681.png,car,0,165,320,372
003681.png,car,824,188,1133,364
003681.png,car,369,179,518,270
003681.png,car,774,183,877,281
003681.png,car,611,178,672,219
003682.png,car,559,174,688,289
003683.png,car,547,184,595,221
003684.png,car,763,195,873,271
003684.png,car,487,188,540,225
003684.png,truck,827,173,1217,368
003684.png,car,575,181,605,199
003684.png,car,681,182,719,214
003684.png,car,0,234,87,372
003685.png,car,635,175,699,222
003685.png,car,519,170,564,203
003686.png,car,163,199,272,250
003686.png,car,373,182,442,222
003687.png,car,0,194,257,374
003687.png,car,275,192,421,277
003687.png,car,827,151,1241,373
003687.png,car,754,186,873,307
003687.png,car,506,178,546,210
003690.png,car,0,226,152,369
003690.png,car,858,192,1241,373
003690.png,car,215,180,377,279
003690.png,car,365,182,435,241
003690.png,car,520,178,562,204
003691.png,car,813,211,1241,372
003691.png,car,0,224,366,371
003691.png,car,734,190,903,300
003691.png,car,316,198,438,304
003691.png,car,420,197,495,267
003691.png,car,708,189,770,256
003691.png,car,641,182,683,217
003691.png,car,557,185,594,204
003692.png,car,0,197,99,252
003695.png,car,569,173,756,351
003695.png,car,1119,168,1241,371
003695.png,car,63,193,236,264
003695.png,car,344,179,429,217
003697.png,car,809,186,1139,345
003697.png,car,677,178,754,234
003698.png,car,124,193,403,349
003698.png,car,567,178,620,226
003699.png,car,431,182,501,210
003701.png,car,79,179,404,368
003701.png,car,474,179,529,218
003701.png,car,579,174,619,209
003701.png,car,142,181,218,215
003701.png,car,527,171,558,199
003701.png,car,556,174,576,190
003702.png,car,153,188,321,270
003702.png,car,501,177,529,196
003704.png,car,256,183,526,350
003704.png,car,886,218,1241,370
003704.png,car,789,184,1028,363
003704.png,car,700,177,753,219
003704.png,car,510,183,567,233
003704.png,car,940,145,1098,228
003704.png,car,562,168,624,205
003705.png,car,315,193,457,291
003705.png,car,518,181,555,209
003705.png,car,427,171,502,246
003706.png,car,62,204,210,271
003706.png,car,346,190,416,234
003706.png,car,251,192,349,239
003706.png,car,952,172,984,189
003708.png,car,866,220,1241,373
003708.png,car,0,223,223,375
003708.png,car,924,166,1088,227
003708.png,car,668,187,741,238
003708.png,car,467,184,510,219
003710.png,car,990,185,1241,370
003710.png,car,705,189,839,268
003711.png,car,954,195,1241,370
003711.png,car,688,172,770,234
003712.png,car,682,180,831,229
003713.png,car,579,173,634,225
003713.png,car,301,170,338,193
003713.png,car,40,166,78,198
003714.png,car,524,181,564,211
003714.png,car,0,246,115,370
003715.png,car,797,185,897,234
003715.png,car,1058,186,1175,259
003715.png,car,499,183,682,265
003715.png,car,1190,188,1240,225
003715.png,car,1007,184,1051,214
003716.png,car,102,178,349,291
003716.png,car,351,181,408,222
003716.png,car,423,188,499,229
003716.png,car,0,187,73,267
003717.png,car,885,207,1223,366
003717.png,car,779,181,972,297
003717.png,car,498,175,533,195
003717.png,truck,240,171,339,226
003717.png,car,240,172,339,225
003717.png,car,689,175,750,232
003719.png,car,0,209,307,373
003719.png,car,808,191,1110,352
003719.png,car,1006,253,1241,373
003719.png,car,748,182,869,271
003719.png,car,423,183,490,228
003719.png,car,475,179,521,217
003719.png,car,699,180,769,239
003720.png,car,570,169,614,209
003720.png,car,335,164,381,186
003720.png,car,156,172,204,202
003721.png,car,334,183,493,302
003721.png,car,516,188,558,225
003722.png,car,0,168,150,295
003722.png,truck,0,168,151,295
003723.png,car,60,151,465,372
003724.png,car,518,181,550,200
003725.png,car,821,224,1242,371
003725.png,car,732,188,946,317
003725.png,car,679,187,760,239
003725.png,car,549,181,578,206
003725.png,car,666,180,728,226
003726.png,car,372,185,418,214
003727.png,car,519,181,574,223
003728.png,car,0,217,330,371
003729.png,car,921,201,1241,374
003730.png,car,45,165,350,343
003730.png,car,581,181,639,227
003730.png,car,436,171,517,232
003730.png,car,307,161,408,279
003731.png,car,0,208,347,372
003731.png,car,641,183,676,209
003731.png,car,310,165,479,317
003731.png,car,472,176,547,259
003732.png,car,417,187,510,263
003732.png,car,0,200,410,368
003732.png,car,533,174,581,219
003734.png,car,229,184,408,240
003734.png,car,406,175,482,213
003735.png,car,114,196,374,371
003735.png,car,569,175,626,222
003735.png,truck,395,67,551,230
003736.png,car,196,184,374,261
003736.png,car,759,208,1082,369
003736.png,car,0,205,220,366
003736.png,car,52,192,308,307
003736.png,car,482,189,546,237
003736.png,car,654,182,708,229
003736.png,car,383,184,492,223
003738.png,car,281,196,485,332
003738.png,car,599,205,634,233
003738.png,car,655,219,682,234
003738.png,car,536,206,565,232
003739.png,car,576,171,630,216
003739.png,car,959,163,1017,206
003741.png,car,280,184,375,249
003741.png,car,411,181,443,201
003742.png,car,350,175,450,236
003742.png,car,521,170,573,208
003744.png,car,849,199,1241,374
003744.png,car,725,180,940,321
003744.png,car,453,183,525,239
003744.png,car,655,179,713,228
003745.png,car,0,193,338,375
003745.png,car,533,179,565,201
003745.png,car,460,173,526,225
003745.png,car,585,173,624,209
003746.png,car,766,183,1045,351
003746.png,car,320,202,450,288
003746.png,car,680,179,761,245
003746.png,car,426,183,492,242
003746.png,car,495,183,532,218
003747.png,car,708,204,763,228
003748.png,car,323,178,372,200
003749.png,car,900,194,1241,371
003749.png,car,789,183,965,298
003749.png,car,0,160,129,374
003749.png,car,263,182,473,302
003749.png,car,588,172,685,226
003749.png,car,718,156,765,188
003750.png,car,583,171,611,197
003751.png,car,0,199,164,271
003751.png,car,303,187,366,221
003752.png,car,540,181,589,215
003754.png,car,468,185,535,230
003754.png,car,554,180,582,200
003755.png,car,794,180,1176,374
003755.png,car,714,190,825,274
003755.png,car,372,184,516,276
003755.png,car,687,192,740,243
003756.png,car,987,181,1191,245
003756.png,car,612,179,666,227
003757.png,car,162,169,204,204
003757.png,car,248,172,291,197
003757.png,car,572,170,609,207
003757.png,car,125,168,170,205
003758.png,car,0,185,258,368
003758.png,car,854,174,1241,372
003758.png,car,596,178,662,229
003758.png,car,389,174,524,239
003758.png,car,193,179,374,304
003758.png,car,729,180,797,236
003760.png,car,324,183,415,237
003760.png,car,424,183,474,214
003760.png,car,133,170,306,272
003761.png,car,429,186,524,243
003761.png,car,381,183,449,219
003763.png,car,8,189,253,346
003764.png,car,971,188,1192,347
003764.png,car,870,170,946,222
003764.png,car,958,170,1002,209
003767.png,truck,480,147,553,216
003767.png,car,582,175,621,212
003767.png,car,371,179,402,197
003768.png,car,451,189,503,228
003769.png,car,195,190,283,231
003771.png,car,277,196,417,281
003771.png,car,404,170,447,204
003772.png,car,0,205,94,327
003772.png,car,149,185,319,265
003772.png,car,69,209,255,291
003772.png,car,340,187,423,240
003774.png,car,0,126,137,283
003775.png,car,0,173,103,225
003776.png,car,319,170,351,188
003778.png,car,761,181,980,320
003778.png,car,438,179,521,244
003778.png,car,728,174,798,252
003778.png,car,0,131,106,372
003778.png,car,685,178,733,235
003778.png,car,646,176,681,207
003779.png,car,992,196,1241,373
003779.png,car,643,178,714,233
003779.png,car,921,158,1232,320
003779.png,car,209,186,339,231
003779.png,car,614,171,654,203
003780.png,car,277,178,414,256
003780.png,car,520,171,573,210
003781.png,car,0,181,149,310
003781.png,car,215,188,404,293
003781.png,car,101,177,225,242
003781.png,car,411,184,475,237
003781.png,car,573,176,611,210
003782.png,car,0,193,232,371
003782.png,car,711,192,840,275
003782.png,car,377,179,490,236
003782.png,car,551,171,588,204
003782.png,car,49,171,337,300
003782.png,car,500,175,551,207
003782.png,car,437,174,508,216
003784.png,car,435,172,499,226
003785.png,car,978,172,1241,370
003785.png,car,723,173,871,245
003785.png,car,677,177,733,222
003785.png,car,589,173,635,220
003789.png,car,449,180,513,230
003790.png,car,204,180,333,227
003790.png,car,434,176,516,212
003790.png,car,301,168,398,210
003790.png,car,617,172,647,193
003790.png,car,529,177,571,204
003790.png,car,577,176,617,201
003792.png,car,0,207,182,371
003792.png,car,132,156,458,370
003792.png,car,633,178,688,218
003792.png,car,680,179,791,238
003792.png,car,449,188,514,266
003792.png,car,0,307,68,373
003792.png,car,497,186,546,234
003793.png,car,583,160,642,216
003794.png,car,293,185,362,217
003796.png,car,0,197,211,294
003796.png,car,226,181,341,244
003796.png,car,335,189,399,231
003796.png,car,383,181,439,223
003796.png,car,442,181,507,210
003798.png,car,546,184,574,207
003799.png,car,0,175,307,362
003800.png,car,453,176,562,266
003800.png,car,756,175,936,298
003800.png,car,561,179,608,236
003800.png,car,707,172,753,210
003800.png,car,614,170,649,196
003800.png,car,738,178,787,245
003801.png,car,330,200,504,317
003801.png,car,59,192,267,301
003801.png,car,446,182,541,262
003801.png,car,563,180,614,221
003801.png,car,648,183,700,224
003801.png,car,215,177,287,213
003801.png,car,0,179,32,244
003802.png,car,733,189,957,317
003802.png,car,169,190,425,270
003802.png,car,0,188,212,349
003802.png,car,0,215,56,373
003802.png,car,687,182,763,234
003802.png,car,652,171,692,204
003802.png,car,329,168,438,223
003803.png,car,941,139,1242,250
003803.png,car,490,171,572,238
003803.png,car,569,165,609,202
003803.png,car,0,241,45,314
003803.png,car,613,164,642,183
003804.png,car,0,185,215,295
003804.png,car,260,187,441,306
003804.png,car,701,191,811,266
003804.png,car,434,182,510,239
003804.png,car,653,181,705,220
003805.png,car,466,163,553,239
003805.png,car,378,160,468,231
003806.png,car,722,158,854,210
003806.png,car,1146,140,1206,178
003806.png,car,506,174,555,207
003806.png,car,1017,145,1094,176
003807.png,car,0,216,250,375
003807.png,car,143,186,301,264
003807.png,car,274,186,345,237
003807.png,car,42,186,163,235
003807.png,car,569,182,603,207
003808.png,car,779,183,1112,372
003808.png,car,666,182,754,247
003808.png,car,363,188,495,276
003808.png,car,0,224,369,371
003808.png,car,1023,51,1240,373
003808.png,car,631,175,669,210
003809.png,car,239,187,308,220
003810.png,car,164,170,544,320
003810.png,car,1105,186,1241,318
003810.png,car,695,177,806,241
003810.png,car,1056,173,1137,239
003810.png,car,637,168,673,188
003810.png,car,826,168,883,211
003811.png,car,343,196,497,309
003811.png,car,702,167,861,298
003811.png,car,547,188,576,208
003811.png,car,494,192,550,232
003811.png,car,659,191,713,239
003812.png,car,221,181,445,330
003812.png,car,0,194,176,321
003812.png,car,556,177,604,215
003812.png,car,139,179,246,235
003812.png,car,405,190,473,252
003813.png,car,814,169,1056,296
003813.png,car,214,192,361,266
003813.png,car,708,168,834,241
003813.png,car,589,168,642,219
003814.png,car,305,182,374,223
003816.png,car,523,175,736,370
003816.png,car,296,188,361,218
003816.png,car,27,201,105,234
003816.png,car,163,193,239,226
003816.png,car,46,202,105,232
003817.png,car,530,189,566,217
003817.png,car,502,184,530,203
003818.png,car,523,175,736,370
003820.png,car,277,181,429,270
003820.png,car,0,211,168,370
003820.png,car,843,173,1002,303
003820.png,car,961,171,1043,242
003821.png,car,843,178,989,251
003822.png,car,900,189,1241,318
003822.png,car,98,183,357,280
003822.png,car,0,218,69,372
003822.png,car,810,187,985,249
003822.png,car,478,174,534,208
003822.png,car,385,179,477,236
003822.png,car,282,180,427,248
003822.png,car,788,179,854,233
003822.png,car,0,219,139,341
003822.png,car,707,180,785,220
003822.png,car,636,178,674,201
003824.png,car,0,189,251,297
003824.png,car,684,174,759,239
003824.png,car,385,175,510,259
003825.png,car,422,181,490,236
003826.png,car,0,296,183,370
003828.png,car,481,176,547,227
003829.png,car,122,199,411,359
003829.png,car,505,171,587,237
003830.png,car,0,166,311,325
003830.png,car,771,209,1088,370
003830.png,car,393,178,486,235
003830.png,car,709,191,803,255
003830.png,car,542,176,584,215
003830.png,car,481,179,543,212
003830.png,car,266,183,447,266
003830.png,car,395,179,485,217
003831.png,car,0,205,318,370
003831.png,car,887,200,1241,374
003831.png,car,752,182,964,322
003831.png,truck,229,150,452,312
003831.png,car,734,173,809,255
003832.png,car,417,181,510,241
003832.png,car,176,172,248,212
003832.png,car,582,174,622,213
003833.png,car,0,189,109,229
003834.png,car,317,183,366,210
003834.png,car,583,184,619,215
003834.png,car,533,185,563,211
003835.png,car,99,182,333,259
003836.png,car,727,160,885,216
003836.png,car,488,181,533,213
003836.png,car,1023,145,1120,178
003836.png,car,566,172,597,197
003836.png,car,1211,141,1241,181
003837.png,car,283,185,435,237
003839.png,car,464,180,529,228
003839.png,car,524,183,556,204
003839.png,car,248,180,299,209
003839.png,car,586,175,621,212
003840.png,car,385,169,662,277
003840.png,car,793,175,903,234
003840.png,car,932,167,1004,210
003840.png,car,1172,186,1241,314
003840.png,car,990,167,1021,204
003842.png,car,0,151,181,273
003842.png,car,852,188,1019,285
003842.png,car,525,166,572,194
003842.png,car,768,173,831,227
003842.png,car,832,177,923,239
003843.png,car,306,180,374,210
003844.png,truck,461,141,517,208
003844.png,car,521,184,584,226
003844.png,car,209,158,372,238
003844.png,car,564,180,608,220
003844.png,car,1102,157,1143,178
003845.png,car,562,176,615,224
003846.png,car,593,175,654,232
003846.png,car,697,178,757,228
003846.png,car,1008,166,1103,200
003847.png,car,0,201,327,371
003847.png,car,681,178,788,259
003847.png,car,460,183,537,234
003847.png,car,659,183,700,231
003848.png,car,876,196,1241,372
003848.png,car,573,181,636,235
003848.png,car,687,177,752,229
003850.png,car,784,191,1100,348
003851.png,car,0,178,276,372
003851.png,car,227,164,391,292
003851.png,car,388,177,454,236
003852.png,car,855,208,1241,370
003852.png,car,745,189,925,304
003852.png,car,477,180,537,227
003852.png,truck,684,144,806,245
003852.png,car,631,171,667,199
003854.png,car,544,170,717,321
003854.png,car,395,177,439,206
003854.png,car,284,177,362,222
003855.png,car,940,153,1240,337
003855.png,car,831,145,981,198
003855.png,car,384,176,521,277
003855.png,car,332,184,420,259
003855.png,car,569,167,603,185
003855.png,car,660,170,710,205
003856.png,car,0,223,287,365
003856.png,car,656,169,765,211
003857.png,car,0,221,247,373
003857.png,car,276,206,476,331
003857.png,car,435,192,524,272
003857.png,car,831,177,883,226
003857.png,car,734,183,834,264
003857.png,car,1067,179,1241,302
003857.png,car,506,176,569,230
003857.png,car,1000,171,1067,211
003859.png,car,0,213,362,369
003859.png,car,496,170,563,202
003859.png,car,565,166,601,195
003860.png,car,0,192,407,371
003860.png,car,704,183,846,278
003860.png,car,668,179,733,240
003860.png,car,822,114,1241,372
003860.png,car,562,173,590,195
003860.png,truck,823,111,1241,371
003862.png,car,281,189,378,232
003863.png,car,225,179,435,269
003863.png,truck,759,86,1163,352
003863.png,car,574,173,632,221
003863.png,car,376,175,459,239
003863.png,car,0,139,208,369
003863.png,car,665,177,705,206
003863.png,car,438,172,501,216
003864.png,car,38,192,343,300
003864.png,car,905,202,1241,373
003864.png,car,0,219,128,364
003864.png,car,402,180,503,226
003864.png,car,663,182,703,209
003864.png,car,210,185,356,253
003865.png,car,856,168,1241,374
003865.png,truck,757,108,898,224
003865.png,car,678,177,756,228
003865.png,car,640,177,677,204
003866.png,car,823,185,1153,363
003866.png,car,747,181,872,271
003866.png,car,346,181,445,245
003866.png,car,714,177,798,238
003866.png,car,429,177,489,225
003870.png,car,0,224,174,374
003870.png,car,949,141,1235,228
003870.png,car,316,196,417,260
003870.png,car,162,206,323,314
003870.png,car,881,153,985,212
003870.png,car,820,158,921,207
003870.png,car,941,143,1072,220
003870.png,car,411,189,478,232
003870.png,car,674,175,768,231
003871.png,car,589,180,665,240
003871.png,car,278,182,343,221
003871.png,car,358,183,412,223
003872.png,car,330,181,471,274
003872.png,car,578,176,646,234
003872.png,car,195,187,322,255
003872.png,car,0,110,181,372
003872.png,car,448,180,508,225
003873.png,car,461,174,496,194
003875.png,car,0,244,282,371
003876.png,car,558,176,675,279
003876.png,car,898,181,1164,333
003876.png,car,1116,161,1241,372
003876.png,car,494,173,530,203
003877.png,car,533,175,565,199
003878.png,car,582,180,609,202
003878.png,car,458,181,493,202
003879.png,car,1147,167,1241,305
003879.png,car,688,184,812,267
003879.png,car,541,168,587,208
003879.png,car,670,165,712,210
003880.png,car,0,204,395,372
003882.png,car,747,176,866,273
003882.png,car,708,176,775,241
003882.png,car,374,178,434,210
003882.png,car,680,177,722,223
003883.png,car,522,174,571,209
003884.png,car,982,187,1127,231
003884.png,car,562,182,681,290
003884.png,car,245,199,302,228
003884.png,car,1184,183,1241,228
003885.png,car,1064,194,1241,368
003885.png,car,634,173,765,264
003885.png,car,549,176,596,217
003886.png,car,1108,176,1242,260
003886.png,truck,0,158,336,312
003886.png,car,672,178,824,243
003886.png,car,916,179,1011,225
003886.png,car,1040,179,1116,215
003887.png,car,709,183,868,280
003887.png,car,1016,271,1241,371
003887.png,car,3,206,207,273
003887.png,car,661,183,706,214
003889.png,car,764,177,823,218
003889.png,truck,89,137,310,217
003891.png,car,36,203,401,373
003891.png,car,370,192,474,267
003891.png,car,0,219,164,366
003891.png,car,647,180,694,218
003891.png,car,736,163,811,206
003891.png,car,773,164,880,215
